TES;701;25/04/2019;1135;;25/04/2019;;31;0.00;EUR;1.0;1;;;;;8;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RIG;701;25/04/2019;1135;;25/04/2019;;31;0.00;EUR;1.0;1;;;;;8;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;ITR001;;SPECIAL A-DETOX ZINC-ARRAY;01;;;;;;;;pz;55;;;95.00;0;;;5225.00;0;;;;;;;22;;;;;;;;;
RIG;701;25/04/2019;1135;;25/04/2019;;31;0.00;EUR;1.0;1;;;;;8;0.00;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;ITP022;;BENDA FREDDA CRIO-TONIC  CON.2BOB.;01;;;;;;;;pz;16;;;7.90;20;;;101.12;0;;;;;;;22;;;;;;;;;
